"","taxId","gi","species","superkingdom","phylum","class","order","family","genus","kingdom","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"24","1514882","1783140557","Dirksia cinctipes","Eukaryota","Arthropoda","Arachnida","Araneae","Hahniidae","Dirksia","Metazoa","MN590055.1",589,0,0,532,549,1120,1102,532,1120
"25","1514884","1783140558","Ethobuella tuonops","Eukaryota","Arthropoda","Arachnida","Araneae","Hahniidae","Ethobuella","Metazoa","MN590056.1",587,1,0,537,554,1123,1105,537,1123
"26","1542149","1810965143","Cymbiodyta imbellis","Eukaryota","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","MN117997.1",635,0,0,530,547,1164,1146,530,1164
"27","155533","1765903300","Placostylus fibratus","Eukaryota","Mollusca","Gastropoda","Stylommatophora","Orthalicidae","Placostylus","Metazoa","MN567952.1",604,0,0,332,349,935,917,332,935
"28","1585943","1697231938","Catostylus tagi","Eukaryota","Cnidaria","Scyphozoa","Rhizostomeae","Catostylidae","Catostylus","Metazoa","MN128961.1",588,0,0,532,549,1119,1101,532,1119
"29","160734","1811248762","Plectropomus leopardus","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Plectropomus","Metazoa","AP022715.1",598,0,0,31978590,31978607,31979187,31979169,31978590,31979187
"30","1658513","1718054800","Xerochlorella olmae","Eukaryota","Chlorophyta","Trebouxiophyceae","Unassigned","Unassigned","Xerochlorella","Viridiplantae","MH703761.2",588,0,0,576,593,1163,1145,576,1163
"31","166938","1821233799","Pythium terrestris","Eukaryota","Unassigned","Oomycota","Pythiales","Pythiaceae","Pythium","Unassigned","MT193403.1",600,0,0,542,559,1141,1123,542,1141
"32","168705","1810670095","Brachaspis collinus","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Brachaspis","Metazoa","MT072990.1",664,0,0,334,351,997,979,334,997
"33","168706","1810670112","Brachaspis nivalis","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Brachaspis","Metazoa","MT072991.1",664,0,0,334,351,997,979,334,997
"34","169088","1810670121","Alpinacris tumidicauda","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Alpinacris","Metazoa","MT072994.1",664,0,0,334,351,997,979,334,997
"35","169089","1810670090","Alpinacris crassicauda","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Alpinacris","Metazoa","MT072989.1",664,0,0,334,351,997,979,334,997
"36","169091","1810670078","Paprides nitidus","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Paprides","Metazoa","MT072985.1",664,0,0,334,351,997,979,334,997
"37","169092","1810670118","Paprides dugdali","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Paprides","Metazoa","MT072993.1",664,0,0,334,351,997,979,334,997
"38","1698935","1783140585","Titanoeca nigrella","Eukaryota","Arthropoda","Arachnida","Araneae","Titanoecidae","Titanoeca","Metazoa","MN590083.1",589,0,0,499,516,1087,1069,499,1087
"39","1698983","1783140561","Brommella monticola","Eukaryota","Arthropoda","Arachnida","Araneae","Dictynidae","Brommella","Metazoa","MN590059.1",589,1,0,534,551,1122,1104,534,1122
"40","1705568","1811401837","Inosperma carnosibulbosum","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inosperma","Fungi","NG_067705.1",590,0,0,555,572,1144,1126,555,1144
"41","1749387","1695204584","Salvia carduacea","Eukaryota","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Viridiplantae","MK257800.1",589,0,0,1163,1180,1751,1733,1163,1751
"42","1764295","1719916618","Chloropicon primus","Eukaryota","Chlorophyta","Chloropicophyceae","Chloropicales","Chloropicaceae","Chloropicon","Viridiplantae","CP031039.1",586,0,0,247852,247869,248437,248419,247852,248437
"43","1781606","1723901026","Silene cambessedesii","Eukaryota","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Viridiplantae","MN325948.1",589,0,0,865,882,1453,1435,865,1453
"44","1781612","1723901043","Silene psammitis","Eukaryota","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Viridiplantae","MN325965.1",589,0,0,865,882,1453,1435,865,1453
"45","181472","1708820232","Salarias fasciatus","Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Salarias","Metazoa","XR_003930911.1",599,0,0,605,622,1203,1185,605,1203
"46","1853550","1707512654","Candida sp. (in: Saccharomycetales)","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Unassigned","Candida","Fungi","MN192121.1",587,0,0,446,463,1032,1014,446,1032
"47","1871936","1783140582","Cicurina cicur","Eukaryota","Arthropoda","Arachnida","Araneae","Dictynidae","Cicurina","Metazoa","MN590080.1",588,1,0,515,532,1102,1084,515,1102
"48","1896593","1810965147","Cymbiodyta vindicata","Eukaryota","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Cymbiodyta","Metazoa","MN118001.1",635,0,0,530,547,1164,1146,530,1164
"49","1928706","1815405437","Sporobolomyces sp.","Eukaryota","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Fungi","MN180193.1",589,0,0,520,537,1108,1090,520,1108
"50","1933021","1694421054","Birojimia soyaensis","Eukaryota","Ciliophora","Spirotrichea","Urostylida","Urostylidae","Birojimia","Unassigned","MK959231.1",580,0,0,485,502,1064,1046,485,1064
"51","1961134","1811248857","Cosmarium sp. HYU-G001","Eukaryota","Streptophyta","Zygnemophyceae","Desmidiales","Desmidiaceae","Cosmarium","Viridiplantae","LC216322.1",586,0,0,438,455,1023,1005,438,1023
"52","1985156","1694421052","Holostichides heterotypicus","Eukaryota","Ciliophora","Spirotrichea","Urostylida","Urostylidae","Holostichides","Unassigned","MK959229.1",580,0,0,486,503,1065,1047,486,1065
"53","2025843","1706619406","Gastrochilus fuscopunctatus","Eukaryota","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Gastrochilus","Viridiplantae","MK317970.1",589,0,0,1667,1684,2255,2237,1667,2255
"54","204748","1706619494","Myxobolus episquamalis","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MK329248.1",719,0,0,503,520,1221,1203,503,1221
"55","2049535","1817977171","Adalaria slavi","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Adalaria","Metazoa","MN224105.1",601,0,0,545,562,1145,1127,545,1145
"56","2049547","1817977175","Onchimira cavifera","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Onchimira","Metazoa","MN224109.1",601,0,0,528,545,1128,1110,528,1128
"57","2057163","1694419665","Haplosporidium pinnae","Eukaryota","Endomyxa","Ascetosporea","Haplosporida","Haplosporidiidae","Haplosporidium","Unassigned","MN104247.1",603,1,0,511,528,1113,1095,511,1113
"58","2069305","1694421051","Holostichides terrae","Eukaryota","Ciliophora","Spirotrichea","Urostylida","Urostylidae","Holostichides","Unassigned","MK959228.1",580,0,0,485,502,1064,1046,485,1064
"59","2081638","1718132351","Parvodinium marciniakii","Eukaryota","Unassigned","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","Unassigned","MG255422.2",590,0,0,525,542,1114,1096,525,1114
"60","2081639","1718132360","Parvodinium mixtum","Eukaryota","Unassigned","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","Unassigned","MG255424.2",590,0,0,533,550,1122,1104,533,1122
"61","2081640","1718132369","Parvodinium trawinskii","Eukaryota","Unassigned","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","Unassigned","MG255427.2",590,0,0,524,541,1113,1095,524,1113
"62","2175851","1820520223","Enchytraeus polatdemiri","Eukaryota","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Enchytraeus","Metazoa","MN248687.1",589,0,0,536,553,1124,1106,536,1124
"63","2201245","1811401762","Metschnikowia laotica","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Fungi","NG_067630.1",573,0,0,490,507,1062,1044,490,1062
"64","2211141","1811248964","Babesia sp. GH2018 G1","Eukaryota","Apicomplexa","Aconoidasida","Piroplasmida","Babesiidae","Babesia","Unassigned","LC381236.1",569,0,0,415,432,983,965,415,983
"65","225553","1706619405","Gastrochilus japonicus","Eukaryota","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Gastrochilus","Viridiplantae","MK317969.1",589,0,0,2374,2391,2962,2944,2374,2962
"66","2305412","1806608411","Thismia neptunis","Eukaryota","Streptophyta","Magnoliopsida","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","MN067332.1",588,0,0,488,505,1075,1057,488,1075
"67","2305418","1806608409","Thismia pallida","Eukaryota","Streptophyta","Magnoliopsida","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","MN067330.1",589,0,0,496,513,1084,1066,496,1084
"68","2305419","1806608403","Thismia viridistriata","Eukaryota","Streptophyta","Magnoliopsida","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","MN067324.1",587,0,0,499,516,1085,1067,499,1085
"69","232718","1765903302","Placostylus hongii","Eukaryota","Mollusca","Gastropoda","Stylommatophora","Orthalicidae","Placostylus","Metazoa","MN567954.1",604,0,0,332,349,935,917,332,935
"70","237579","1695684575","Babesia crassa","Eukaryota","Apicomplexa","Aconoidasida","Piroplasmida","Babesiidae","Babesia","Unassigned","MK240324.1",533,0,0,518,535,1050,1032,518,1050
"71","2419846","1708595731","Bursaphelenchus cryphali","Eukaryota","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus","Metazoa","LC425131.1",579,0,0,504,521,1082,1064,504,1082
"72","2419847","1708595732","Bursaphelenchus laciniatae","Eukaryota","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus","Metazoa","LC425132.1",579,0,0,504,521,1082,1064,504,1082
"73","2419848","1708595733","Bursaphelenchus carpini","Eukaryota","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus","Metazoa","LC425133.1",579,0,0,504,521,1082,1064,504,1082
"74","2419850","1708595736","Bursaphelenchus sp. FukauraB","Eukaryota","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus","Metazoa","LC425136.1",578,0,0,504,521,1081,1063,504,1081
"75","2419851","1708595737","Ruehmaphelenchus sp. FukauraR","Eukaryota","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Ruehmaphelenchus","Metazoa","LC425137.1",579,0,0,504,521,1082,1064,504,1082
"76","2479809","1806608400","Thismia brunneomitra","Eukaryota","Streptophyta","Magnoliopsida","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","MN067321.1",588,0,0,497,514,1084,1066,497,1084
"77","2488355","1807395349","Puccinia elymi","Eukaryota","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Fungi","MT036495.1",588,0,0,552,569,1139,1121,552,1139
"78","2496370","1695204675","Trebouxiophyceae sp. KMY-2018","Eukaryota","Chlorophyta","Trebouxiophyceae","Unassigned","Unassigned","Unassigned","Viridiplantae","MK262787.1",588,0,0,538,555,1125,1107,538,1125
"79","2499964","1806608395","Thismia sp. MS-2019","Eukaryota","Streptophyta","Magnoliopsida","Dioscoreales","Thismiaceae","Thismia","Viridiplantae","MN067316.1",589,0,0,473,490,1061,1043,473,1061
"80","2509007","1756485030","Aegisthidae gen. sp. 1 SK-2019","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Unassigned","Metazoa","MN536849.1",595,1,0,460,477,1054,1036,460,1054
"81","2509008","1756485000","Aegisthidae gen. sp. 2 SK-2019","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Aegisthidae","Unassigned","Metazoa","MN536819.1",595,1,0,475,492,1069,1051,475,1069
"82","2518133","1811401841","Nakazawaea ambrosiae","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Nakazawaea","Fungi","NG_067709.1",589,0,0,500,517,1088,1070,500,1088
"83","2529367","1751539145","Apocyclops spartinus","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae","Apocyclops","Metazoa","MK558272.1",598,0,0,524,541,1121,1103,524,1121
"84","2557541","1723918701","Cafileria marina","Eukaryota","Unassigned","Bigyra","Bicosoecida","Unassigned","Cafileria","Unassigned","MK704420.1",583,0,0,542,559,1124,1106,542,1124
"85","2559106","1799666866","Theileria sp. Yokoyama","Eukaryota","Apicomplexa","Aconoidasida","Piroplasmida","Theileriidae","Theileria","Unassigned","LC495908.1",558,0,0,474,491,1031,1013,474,1031
"86","2562680","1812714046","Octolasmis unguisiformis","Eukaryota","Arthropoda","Hexanauplia","Pedunculata","Poecilasmatidae","Octolasmis","Metazoa","LC467955.1",635,0,0,560,577,1194,1176,560,1194
"87","2584327","1679350785","Xylophaga corona","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Xylophaga","Metazoa","MK142605.1",596,0,0,443,460,1038,1020,443,1038
"88","2584328","1679350784","Xylophaga muraokai","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Xylophaga","Metazoa","MK142604.1",596,0,0,93,110,688,670,93,688
"89","2584329","1679350771","Xylophaga oregona","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Xylophaga","Metazoa","MK142591.1",593,0,0,443,460,1035,1017,443,1035
"90","2584330","1679350755","Xylophaga wolffi","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Xylophaga","Metazoa","MK142575.1",596,0,0,558,575,1153,1135,558,1153
"91","2584331","1679350753","Xylophaga zierenbergi","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Xylophaga","Metazoa","MK142573.1",596,0,0,379,396,974,956,379,974
"92","2584332","1679350743","Xylopholas crooki","Eukaryota","Mollusca","Bivalvia","Myoida","Pholadidae","Xylopholas","Metazoa","MK142563.1",596,0,0,558,575,1153,1135,558,1153
"93","2584333","1679350742","Xyloredo nooi","Eukaryota","Mollusca","Bivalvia","Myoida","Pholadidae","Xyloredo","Metazoa","MK142562.1",596,0,0,558,575,1153,1135,558,1153
"94","2584335","1679350765","Xylophaga sp. 'ridged' DDM-2019","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Xylophaga","Metazoa","MK142585.1",596,0,0,556,573,1151,1133,556,1151
"95","2584336","1679350745","Xylopholas sp. c20 DDM-2019","Eukaryota","Mollusca","Bivalvia","Myoida","Pholadidae","Xylopholas","Metazoa","MK142565.1",596,0,0,558,575,1153,1135,558,1153
"96","2584337","1679350746","Xylopholas sp. c19 DDM-2019","Eukaryota","Mollusca","Bivalvia","Myoida","Pholadidae","Xylopholas","Metazoa","MK142566.1",596,0,0,509,526,1104,1086,509,1104
"97","2584339","1679350788","Abditoconus heterosiphon","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Abditoconus","Metazoa","MK142608.1",596,0,0,558,575,1153,1135,558,1153
"98","2584342","1679350789","Feaya dostwous","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Feaya","Metazoa","MK142609.1",596,0,0,528,545,1123,1105,528,1123
"99","2584344","1679350791","Spiniapex gilsonorum","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Spiniapex","Metazoa","MK142611.1",596,0,0,558,575,1153,1135,558,1153
"100","2584346","1679350747","Xylophagaidae sp. c28 DDM-2019","Eukaryota","Mollusca","Bivalvia","Myoida","Xylophagaidae","Unassigned","Metazoa","MK142567.1",596,0,0,556,573,1151,1133,556,1151
"101","2584485","1811401849","Halobasidium xiangyangense","Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Halobasidium","Fungi","NG_067717.1",589,0,0,519,536,1107,1089,519,1107
"102","2586927","1678526479","Trebouxiophyceae sp. BZ-2019","Eukaryota","Chlorophyta","Trebouxiophyceae","Unassigned","Unassigned","Unassigned","Viridiplantae","MN031013.1",589,0,0,876,893,1464,1446,876,1464
"103","2587262","1679376288","Amoebogregarina sp. JMD-2019a","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Amoebogregarina","Unassigned","MK181531.1",571,0,0,564,581,1134,1116,564,1134
"104","2587264","1679376289","Quadruspinospora sp. JMD-2019a","Eukaryota","Apicomplexa","Conoidasida","Unassigned","Unassigned","Quadruspinospora","Unassigned","MK181532.1",579,0,0,567,584,1145,1127,567,1145
"105","2589121","1822199972","Eucoccidiorida sp. Okushiri-2009","Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Unassigned","Unassigned","Unassigned","LC485150.1",598,0,0,552,569,1149,1131,552,1149
"106","2590897","1693864506","Labyrinthula sp. OVP-2019a","Eukaryota","Unassigned","Bigyra","Labyrinthulida","Labyrinthulaceae","Labyrinthula","Unassigned","MN101174.1",574,0,0,486,503,1059,1041,486,1059
"107","2590899","1693000686","Entandrophragma congoense","Eukaryota","Streptophyta","Magnoliopsida","Sapindales","Meliaceae","Entandrophragma","Viridiplantae","MK058685.1",589,0,0,3742,3759,4330,4312,3742,4330
"108","2591227","1693308390","Isospora coronoideae","Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Isospora","Unassigned","MK530653.1",590,0,0,232,249,821,803,232,821
"109","2591636","1694421053","Holostichides obliquocirratus","Eukaryota","Ciliophora","Spirotrichea","Urostylida","Urostylidae","Holostichides","Unassigned","MK959230.1",580,0,0,486,503,1065,1047,486,1065
"110","2591639","1694421050","Australothrix lineae","Eukaryota","Ciliophora","Spirotrichea","Urostylida","Hemicycliostylidae","Australothrix","Unassigned","MK959227.1",580,0,0,485,502,1064,1046,485,1064
"111","2591689","1815646370","Spiniferodinium palustre","Eukaryota","Unassigned","Dinophyceae","Phytodiniales","Phytodiniaceae","Spiniferodinium","Unassigned","MH497023.1",590,0,0,535,552,1124,1106,535,1124
"112","2591690","1815646374","Chimonodinium lomnickii","Eukaryota","Unassigned","Dinophyceae","Peridiniales","Pfiesteriaceae","Chimonodinium","Unassigned","MH497027.1",590,0,0,540,557,1129,1111,540,1129
"113","2592227","1696260208","Anoplophrya nodulata","Eukaryota","Ciliophora","Oligohymenophorea","Astomatida","Anoplophryidae","Anoplophrya","Unassigned","MN121063.1",570,0,0,563,580,1132,1114,563,1132
"114","2592230","1696260213","Anoplophrya vulgaris","Eukaryota","Ciliophora","Oligohymenophorea","Astomatida","Anoplophryidae","Anoplophrya","Unassigned","MN121067.1",570,0,0,561,578,1130,1112,561,1130
"115","2592231","1696260220","Metaradiophrya lumbrici","Eukaryota","Ciliophora","Oligohymenophorea","Astomatida","Radiophryidae","Metaradiophrya","Unassigned","MN121074.1",571,0,0,564,581,1134,1116,564,1134
"116","2592232","1696260224","Metaradiophrya varians","Eukaryota","Ciliophora","Oligohymenophorea","Astomatida","Radiophryidae","Metaradiophrya","Unassigned","MN121078.1",571,0,0,565,582,1135,1117,565,1135
"117","2592238","1696260205","Anoplophrya lumbrici","Eukaryota","Ciliophora","Oligohymenophorea","Astomatida","Anoplophryidae","Anoplophrya","Unassigned","MN121061.1",571,0,0,563,580,1133,1115,563,1133
"118","2593100","1820520222","Enchytraeus albellus","Eukaryota","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Enchytraeus","Metazoa","MN248686.1",589,0,0,536,553,1124,1106,536,1124
"119","2593101","1820520221","Enchytraeus moebii","Eukaryota","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Enchytraeus","Metazoa","MN248685.1",589,0,0,536,553,1124,1106,536,1124
"120","2597375","1721726828","Trochochaeta multisetosa","Eukaryota","Annelida","Polychaeta","Spionida","Trochochaetidae","Trochochaeta","Metazoa","MN296517.1",590,0,0,519,536,1108,1090,519,1108
"121","2597673","1708595738","Bursaphelenchus cf. poligraphi Esashi_Abies","Eukaryota","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus","Metazoa","LC425138.1",574,0,0,504,521,1077,1059,504,1077
"122","2597674","1708595735","Bursaphelenchus cf. poligraphi NKZ229","Eukaryota","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus","Metazoa","LC425135.1",574,0,0,504,521,1077,1059,504,1077
"123","2598090","1712742900","Myxobolus varius","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MK371244.1",709,0,0,556,573,1264,1246,556,1264
"124","2598091","1712742899","Myxobolus lieni","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MK371243.1",708,0,0,557,574,1264,1246,557,1264
"125","2598092","1712742901","Myxobolus sp. 1 BWX-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MK371245.1",709,0,0,557,574,1265,1247,557,1265
"126","2598093","1712742902","Myxobolus sp. 2 BWX-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MK371246.1",707,0,0,558,575,1264,1246,558,1264
"127","2598094","1712742903","Myxobolus sp. 3 BWX-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MK371247.1",709,0,0,557,574,1265,1247,557,1265
"128","2598095","1712742904","Myxobolus sp. 4 BWX-2019","Eukaryota","Cnidaria","Myxozoa","Bivalvulida","Myxobolidae","Myxobolus","Metazoa","MK371248.1",709,0,0,557,574,1265,1247,557,1265
"129","2599770","1713062153","Polydora sp. n. ACP-2019","Eukaryota","Annelida","Polychaeta","Spionida","Spionidae","Polydora","Metazoa","MK531137.1",596,0,0,572,589,1167,1149,572,1167
"130","2600314","1723901023","Silene adscendens","Eukaryota","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Viridiplantae","MN325945.1",589,0,0,865,882,1453,1435,865,1453
"131","2603621","1722698015","Hemiclepsis kasmiana","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Hemiclepsis","Metazoa","MN312172.1",589,0,0,560,577,1148,1130,560,1148
"132","2603663","1722698037","Batracobdelloides koreanus","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Batracobdelloides","Metazoa","MN312194.1",589,0,0,560,577,1148,1130,560,1148
"133","2603664","1722698027","Batracobdelloides yaukthwa","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Batracobdelloides","Metazoa","MN312184.1",589,0,0,560,577,1148,1130,560,1148
"134","2603665","1722698035","Hemiclepsis khankiana","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Hemiclepsis","Metazoa","MN312192.1",589,0,0,560,577,1148,1130,560,1148
"135","2603666","1722698024","Hemiclepsis myanmariana","Eukaryota","Annelida","Clitellata","Hirudinida","Glossiphoniidae","Hemiclepsis","Metazoa","MN312181.1",589,0,0,560,577,1148,1130,560,1148
